m_name	n_HBD	n_aliphatic_heterocycles	n_HBA	m_logp	n_atoms_stereo_centers	n_O	n_hetero_atoms	n_primary_carbon_atoms	n_HOH	n_hetero_cycles	n_aliphatic_carbocycles	n_saturated_carbocycles	n_briged_head_atoms	fraction_CSP3	is_cns_molecule
DIAMORPHINE	0	2	6	1.9886	5	6	6	21	0	2	2	0	2	0.5238095238095238	1
CARBIDOPA	5	0	5	-0.05310000000000015	1	6	6	10	6	0	0	0	0	0.3	0
NORFLOXACIN	2	1	5	1.2683000000000002	0	6	7	16	2	2	0	0	0	0.375	0
BENTIROMIDE	4	0	4	3.0702000000000016	1	7	7	23	4	0	0	0	0	0.08695652173913042	0
TRIFLUPROMAZINE	0	1	3	5.259800000000004	0	2	6	18	0	1	0	0	0	0.3333333333333333	1
ERGOCALCIFEROL	1	0	1	7.641000000000008	6	1	1	28	1	0	3	3	0	0.7142857142857143	0
FLUCONAZOLE	1	0	7	0.7357999999999993	0	7	9	13	1	2	0	0	0	0.2307692307692308	0
WARFARIN_SODIUM	1	0	4	3.6096000000000017	1	4	4	19	1	1	0	0	0	0.15789473684210525	0
TERAZOSIN	1	2	8	1.0567999999999995	1	9	9	19	2	3	0	0	0	0.5263157894736842	0
TACROLIMUS	3	3	12	4.639000000000005	14	13	13	44	3	3	1	1	2	0.7727272727272727	0
DIPHEMANIL_METHYLSULFATE	0	1	0	4.358700000000004	0	1	1	20	0	1	0	0	0	0.3	0
BIPERIDEN	1	1	2	3.962400000000004	4	2	2	21	1	1	2	1	2	0.6190476190476191	1
SUCCIMER	4	0	4	-0.2476000000000001	2	4	6	4	2	0	0	0	0	0.5	0
ALENDRONATE_SODIUM	6	0	4	-1.2732	0	8	10	4	7	0	0	0	0	1.0	0
AZANIDAZOLE	1	0	7	0.8708999999999998	0	8	8	10	2	2	0	0	0	0.1	0
DICLOFENAC	2	0	2	4.364100000000001	0	3	5	14	2	0	0	0	0	0.07142857142857142	1
CLOBAZAM	0	1	2	3.3712000000000018	0	4	5	16	0	1	0	0	0	0.125	1
OXAMNIQUINE	3	1	5	1.8118	1	6	6	14	3	1	0	0	0	0.5714285714285714	0
AMTOLMETIN	1	0	6	2.8374200000000016	0	7	7	24	1	1	0	0	0	0.2083333333333333	0
FELODIPINE	1	1	5	3.9643000000000033	1	5	7	18	1	1	0	0	0	0.3333333333333333	0
LAMOTRIGINE	2	0	5	2.0098	0	5	7	9	4	1	0	0	0	0.0	1
DONEPEZIL	0	1	4	4.361100000000004	1	4	4	24	0	1	1	0	0	0.4583333333333333	1
CLEMASTINE	0	1	2	5.1044000000000045	2	2	3	21	0	1	0	0	0	0.42857142857142855	1
ETHCHLORVYNOL	1	0	1	1.5132	1	1	2	7	1	0	0	0	0	0.42857142857142855	1
TRIPROLIDINE	0	1	2	3.9175200000000023	0	2	2	19	0	2	0	0	0	0.3157894736842105	1
PERINDOPRILAT	3	1	4	1.4621	5	7	7	17	3	1	1	1	0	0.8235294117647058	0
LOPERAMIDE_HYDROCHLORIDE	1	1	3	5.0880000000000045	0	4	5	29	1	1	0	0	0	0.3448275862068966	0
CEFDITOREN	3	2	11	1.2927199999999996	2	11	14	19	4	4	0	0	0	0.2631578947368421	0
DEXMEDETOMIDINE	1	0	1	3.1783400000000013	1	2	2	13	1	1	0	0	0	0.3076923076923077	1
PANTOPRAZOLE	1	0	6	2.8843000000000005	1	7	10	16	1	2	0	0	0	0.25	0
CLONIDINE	2	1	3	2.3645	0	3	5	9	2	1	0	0	0	0.2222222222222222	1
BEPOTASTINE	1	1	4	4.170200000000004	1	5	6	21	1	2	0	0	0	0.42857142857142855	0
LOPRAZOLAM	0	3	7	2.9331000000000014	0	9	10	23	0	3	0	0	0	0.2608695652173913	1
SULFADIAZINE	2	0	5	0.8596000000000001	0	6	7	10	3	1	0	0	0	0.0	0
ANTAZOLINE	1	1	3	2.6949000000000005	0	3	3	17	1	1	0	0	0	0.2352941176470588	0
AZARIBINE	1	1	11	-1.744499999999998	4	12	12	14	1	2	0	0	0	0.5714285714285714	0
TINIDAZOLE	0	0	6	0.5344199999999997	0	7	8	8	0	1	0	0	0	0.625	0
LEVETIRACETAM	1	1	2	-0.12729999999999994	1	4	4	8	2	1	0	0	0	0.75	1
ATOMOXETINE	1	0	2	3.7246200000000025	1	2	2	17	1	0	0	0	0	0.29411764705882354	1
NABILONE	1	1	3	6.264000000000008	2	3	3	24	1	1	1	1	0	0.7083333333333334	1
LOXAPINE	0	2	4	3.7714000000000025	0	4	5	18	0	2	0	0	0	0.2777777777777778	1
VALACYCLOVIR_HYDROCHLORIDE	3	0	9	-0.7975999999999985	1	10	10	13	5	2	0	0	0	0.5384615384615384	0
TALIPEXOLE	1	1	4	1.3119	0	3	4	10	2	2	0	0	0	0.5	1
DIETHYLCARBAMAZINE_CITRATE	0	1	2	0.6956	0	4	4	10	0	1	0	0	0	0.9	0
THEOPHYLLINE	1	0	5	-1.0397000000000003	0	6	6	7	1	2	0	0	0	0.2857142857142857	1
RITODRINE_HYDROCHLORIDE	4	0	4	2.3520000000000003	2	4	4	17	4	0	0	0	0	0.29411764705882354	0
ACECLOFENAC	2	0	4	3.907300000000002	0	5	7	16	2	0	0	0	0	0.125	0
TOLBUTAMIDE	2	0	3	1.78302	0	5	6	12	2	0	0	0	0	0.4166666666666667	0
PROPYPHENAZONE	0	0	3	2.6078200000000007	0	3	3	14	0	1	0	0	0	0.35714285714285715	0
DIPYRONE	1	0	6	0.7659199999999999	0	7	8	13	1	1	0	0	0	0.3076923076923077	0
SPARFLOXACIN	3	1	6	2.0816	2	7	9	19	4	2	1	1	0	0.4736842105263158	0
ORLISTAT	1	1	5	6.881900000000009	4	6	6	29	1	1	0	0	0	0.8965517241379308	0
ACARBOSE	14	3	19	-8.564500000000011	19	19	19	25	14	3	1	0	0	0.92	0
BENZPHETAMINE	0	0	1	3.749600000000002	1	1	1	17	0	0	0	0	0	0.29411764705882354	1
PERICYAZINE	1	2	5	4.007780000000004	0	4	5	21	1	2	0	0	0	0.3809523809523809	1
ANAGRELIDE_HYDROCHLORIDE	1	2	3	1.9263	0	4	6	10	1	2	0	0	0	0.2	0
METAPROTERENOL	4	0	4	1.1291999999999998	1	4	4	11	4	0	0	0	0	0.4545454545454545	0
RAMIPRIL	2	1	5	2.3831999999999995	5	7	7	23	2	1	1	1	0	0.6086956521739131	0
CIPROFLOXACIN	2	1	5	1.5833	0	6	7	17	2	2	1	1	0	0.4117647058823529	0
THIETHYLPERAZINE	0	2	5	5.0388000000000055	0	3	5	22	0	2	0	0	0	0.4545454545454545	1
MIZORIBINE	5	1	8	-2.7009	4	9	9	9	6	2	0	0	0	0.5555555555555556	0
OLANZAPINE	1	2	5	3.439220000000004	0	4	5	17	1	3	0	0	0	0.35294117647058826	1
PEROSPIRONE	0	2	6	3.3737000000000017	2	6	7	23	0	3	1	1	0	0.6086956521739131	1
SPIRAPRIL	2	2	7	2.3908000000000005	3	7	9	22	2	2	0	0	0	0.5909090909090909	0
DESLORATADINE	1	1	2	4.018900000000003	0	2	3	19	1	2	1	0	0	0.3157894736842105	0
IOFLUPANE	0	2	3	3.1557000000000013	4	3	4	18	0	2	0	0	2	0.6111111111111112	1
METOLAZONE	2	1	4	2.7141199999999994	1	6	8	16	3	1	0	0	0	0.1875	0
DIGOXIN	6	4	14	2.218100000000001	21	14	14	41	6	4	4	4	0	0.9268292682926828	0
ACEBUTOLOL	3	0	5	2.3655	1	6	6	18	3	0	0	0	0	0.5555555555555556	0
DOXAPRAM	0	2	3	3.173300000000002	1	4	4	24	0	2	0	0	0	0.4583333333333333	1
COLISTIN_SULFATE	18	1	18	-5.8314999999999975	13	29	29	52	23	1	0	0	0	0.7884615384615384	0
PHENYTOIN	2	1	2	1.7696	0	4	4	15	2	1	0	0	0	0.06666666666666668	1
ATORVASTATIN_CALCIUM	4	0	5	6.313600000000008	2	7	8	33	4	1	0	0	0	0.2727272727272727	0
SULFASALAZINE	3	0	7	3.7016000000000018	0	9	10	18	3	1	0	0	0	0.0	0
LAMIVUDINE	2	1	7	-0.5941000000000005	2	6	7	8	3	2	0	0	0	0.5	0
CYCLOTHIAZIDE	3	1	5	1.2295000000000005	4	7	10	14	4	1	2	1	2	0.42857142857142855	0
BROMAZEPAM	1	1	3	2.6336000000000004	0	4	5	14	1	2	0	0	0	0.07142857142857142	1
LETROZOLE	0	0	5	2.659160000000001	0	5	5	17	0	1	0	0	0	0.05882352941176471	0
MERCAPTOPURINE	2	0	3	1.0154899999999998	0	4	5	5	2	2	0	0	0	0.0	0
TOLCAPONE	2	0	5	2.5454200000000022	0	6	6	14	2	0	0	0	0	0.07142857142857142	1
THIOPROPAZATE	0	2	6	4.513500000000004	0	5	7	23	0	2	0	0	0	0.43478260869565216	1
FLUFENAMIC	2	0	2	4.1472000000000016	0	3	6	14	2	0	0	0	0	0.07142857142857142	0
CHLOMETHIAZOLE	0	0	2	2.2328200000000002	0	1	3	6	0	1	0	0	0	0.5	1
DROPERIDOL	1	1	4	3.6784000000000026	0	5	6	22	1	2	0	0	0	0.2727272727272727	1
NALMEFENE	2	2	4	2.512500000000002	4	4	4	21	2	2	3	2	2	0.6190476190476191	1
ALFACALCIDOL	2	0	2	6.589800000000008	6	2	2	27	2	0	3	3	0	0.7777777777777778	0
PRIFINIUM	0	1	0	5.137300000000005	1	1	1	22	0	1	0	0	0	0.3636363636363637	0
BETAXOLOL_HYDROCHLORIDE	2	0	4	2.3934	1	4	4	18	2	0	1	1	0	0.6666666666666666	0
ISOTRETINOIN	1	0	1	5.602600000000005	0	2	2	20	1	0	1	0	0	0.45	0
SCOPOLAMINE	1	3	5	0.9180999999999993	5	5	5	17	1	3	0	0	2	0.5882352941176471	1
EMTRICITABINE	2	1	7	-0.4550000000000002	2	6	8	8	3	2	0	0	0	0.5	0
PROPYLTHIOURACIL	2	0	2	1.38499	0	3	4	7	2	1	0	0	0	0.42857142857142855	0
FLUNITRAZEPAM	0	1	4	2.5477000000000007	0	6	7	16	0	1	0	0	0	0.125	1
URACIL_MUSTARD	2	0	3	0.3472000000000001	0	5	7	8	2	1	0	0	0	0.5	0
DEFERIPRONE	1	0	3	0.39932	0	3	3	7	1	1	0	0	0	0.2857142857142857	0
DOXYCYCLINE	6	0	9	-0.34759999999999863	6	10	10	22	7	0	3	0	0	0.4090909090909091	0
ISOSORBIDE_MONONITRATE	1	2	6	-1.2781999999999996	4	7	7	6	1	2	0	0	0	1.0	0
VALGANCICLOVIR_HYDROCHLORIDE	4	0	10	-1.4366999999999974	2	11	11	14	6	2	0	0	0	0.5714285714285714	0
MELOXICAM	2	1	6	1.95092	0	7	9	14	2	2	0	0	0	0.14285714285714285	0
PROMETHAZINE	0	1	3	4.239400000000004	1	2	3	17	0	1	0	0	0	0.29411764705882354	1
ZATEBRADINE	0	1	6	3.212800000000001	0	7	7	26	0	1	0	0	0	0.5	0
NICOTINE	0	1	2	1.8483	1	2	2	10	0	2	0	0	0	0.5	1
TEMAZEPAM	1	1	3	2.472200000000001	1	4	5	16	1	1	0	0	0	0.125	1
PERPHENAZINE	1	2	5	3.942700000000003	0	4	6	21	1	2	0	0	0	0.42857142857142855	1
TRIENTINE_HYDROCHLORIDE	4	0	4	-1.9169999999999976	0	4	4	6	6	0	0	0	0	1.0	0
FUROSEMIDE	3	0	5	1.8907	0	7	9	12	4	1	0	0	0	0.08333333333333333	0
AMIODARONE_HYDROCHLORIDE	0	0	4	6.936200000000008	0	4	6	25	0	1	0	0	0	0.4	0
TICLOPIDINE_HYDROCHLORIDE	0	1	2	3.9598000000000018	0	1	3	14	0	2	0	0	0	0.2857142857142857	0
SULFAMETER	2	0	6	0.8681999999999999	0	7	8	11	3	1	0	0	0	0.09090909090909093	0
PHENPROCOUMON	1	0	3	4.0405000000000015	1	3	3	18	1	1	0	0	0	0.16666666666666666	0
PROTOKYLOL_HYDROCHLORIDE	4	1	6	2.0807	2	6	6	18	4	1	0	0	0	0.3333333333333333	0
MOLINDONE	1	1	3	1.96282	1	4	4	16	1	2	1	0	0	0.6875	1
HOMATROPINE_METHYLBROMIDE	1	2	3	-0.962999999999996	3	4	5	17	1	2	0	0	2	0.5882352941176471	0
ESTROPIPATE	1	0	4	3.293400000000002	4	5	6	18	1	0	3	2	0	0.6111111111111112	0
NEVIRAPINE	1	1	4	2.6512200000000004	0	5	5	15	1	3	1	1	0	0.26666666666666666	0
DILOXANIDE	1	0	2	2.1587	0	3	5	9	1	0	0	0	0	0.2222222222222222	0
DEXTROMORAMIDE	0	2	3	3.5634000000000023	1	4	4	25	0	2	0	0	0	0.48	1
FLUVASTATIN_SODIUM	3	0	4	4.6281000000000025	2	5	6	24	3	1	0	0	0	0.2916666666666667	0
FOSINOPRIL_SODIUM	1	1	6	6.121300000000009	4	8	9	30	1	1	1	1	0	0.7	0
TILUDRONATE_DISODIUM	4	0	3	2.0711000000000013	0	6	10	7	4	0	0	0	0	0.14285714285714285	0
VILOXAZINE	1	1	4	1.4525	1	4	4	13	1	1	0	0	0	0.5384615384615384	1
NALTREXONE	2	2	5	1.5254	4	5	5	20	2	2	3	2	2	0.65	1
BICALUTAMIDE	2	0	5	2.8795800000000016	1	6	11	18	2	0	0	0	0	0.2222222222222222	0
MEPARTRICIN	12	3	21	2.37480000000001	19	21	21	59	14	3	0	0	2	0.5932203389830508	0
IVERMECTIN	3	6	14	5.601400000000008	20	14	14	48	3	6	1	0	2	0.8125	0
CIPROFIBRATE	1	0	2	3.589800000000003	1	3	5	13	1	0	1	1	0	0.4615384615384616	0
LIOTHYRONINE	3	0	4	3.952700000000001	1	5	8	15	4	0	0	0	0	0.13333333333333333	0
FLUVOXAMINE	1	0	4	3.201500000000001	0	4	7	15	2	0	0	0	0	0.5333333333333333	1
DIFLUNISAL	2	0	2	3.0356000000000005	0	3	5	13	2	0	0	0	0	0.0	0
IDARUBICIN	5	1	10	1.0202999999999989	6	10	10	26	6	1	2	0	0	0.4230769230769231	0
SIBUTRAMINE	0	0	1	4.738000000000005	1	1	2	17	0	0	1	1	0	0.6470588235294118	1
ALLOPURINOL	2	0	3	-0.3538000000000001	0	5	5	5	2	2	0	0	0	0.0	0
GLICLAZIDE	2	1	4	1.6298200000000005	2	6	7	15	2	1	1	1	0	0.5333333333333333	0
SORBINIL	2	2	3	0.6428999999999999	1	5	6	11	2	2	0	0	0	0.2727272727272727	0
LEUCOVORIN	7	1	10	-0.3188000000000001	2	14	14	20	8	2	0	0	0	0.3	0
CILAZAPRIL	2	2	6	1.5955	3	8	8	22	2	2	0	0	0	0.5909090909090909	0
SULFISOXAZOLE_ACETYL	1	0	6	1.6154400000000002	0	7	8	13	2	1	0	0	0	0.2307692307692308	0
REMOXIPRIDE	1	1	4	2.680400000000001	1	5	6	16	1	1	0	0	0	0.5625	1
BETHANIDINE_SULFATE	2	0	1	0.9813999999999996	0	3	3	10	2	0	0	0	0	0.3	0
SULFAMETHOXAZOLE	2	0	5	1.36602	0	6	7	10	3	1	0	0	0	0.1	0
DOLASETRON	1	4	4	2.519	2	5	5	19	1	5	0	0	4	0.4736842105263158	1
NOVOBIOCIN_SODIUM	5	1	11	3.6271200000000015	4	13	13	31	6	2	0	0	0	0.3870967741935484	0
XYLOSE	4	0	5	-2.7397	3	5	5	5	4	0	0	0	0	0.8	0
BENPERIDOL	1	1	4	3.7687000000000026	0	5	6	22	1	2	0	0	0	0.3636363636363637	1
THIORIDAZINE	0	2	4	5.8856000000000055	1	2	4	21	0	2	0	0	0	0.42857142857142855	1
PHENOLPHTHALEIN	2	1	4	3.5601000000000016	0	4	4	20	2	1	0	0	0	0.05	0
AMISULPRIDE	2	1	6	1.2851000000000006	1	7	8	17	3	1	0	0	0	0.5882352941176471	1
SUCRALFATE	8	2	27	-6.821300000000003	9	35	43	11	8	2	0	0	0	1.0	0
TROLEANDOMYCIN	0	4	16	3.620900000000008	18	16	16	41	0	4	0	0	0	0.8780487804878049	0
BISOPROLOL_FUMARATE	2	0	5	2.3659	1	5	5	18	2	0	0	0	0	0.6666666666666666	0
MIDODRINE_HYDROCHLORIDE	3	0	5	-0.1878999999999994	1	6	6	12	4	0	0	0	0	0.4166666666666667	0
EMEPRONIUM	0	0	0	4.693400000000004	1	1	1	20	0	0	0	0	0	0.4	0
HALAZEPAM	0	1	2	4.086300000000001	0	3	7	17	0	1	0	0	0	0.17647058823529413	1
SETIPTILINE	0	1	1	3.837100000000003	0	1	1	19	0	1	1	0	0	0.2631578947368421	1
METHYLERGONOVINE	3	1	3	1.9247000000000003	3	5	5	20	3	2	1	0	0	0.45	0
PROCHLORPERAZINE	0	2	4	4.580200000000004	0	3	5	20	0	2	0	0	0	0.4	1
IOMAZENIL	0	1	5	2.2392000000000003	0	6	7	15	0	2	0	0	0	0.26666666666666666	1
CLONAZEPAM	1	1	4	3.0377000000000014	0	6	7	15	1	1	0	0	0	0.06666666666666668	1
FLUMAZENIL	0	1	5	1.7736999999999998	0	6	7	15	0	2	0	0	0	0.26666666666666666	1
ANISINDIONE	0	0	3	2.8580000000000005	0	3	3	16	0	0	1	0	0	0.125	0
HYDROCORTISONE	3	0	5	1.7816	7	5	5	21	3	0	4	3	0	0.8095238095238095	0
BROMOCRIPTINE	3	4	6	3.1928000000000023	6	10	11	32	3	5	1	0	0	0.59375	1
BEMETIZIDE	3	1	5	1.821	2	7	10	15	4	1	0	0	0	0.2	0
LIDOFLAZINE	1	1	3	5.750040000000006	0	4	6	30	1	1	0	0	0	0.3666666666666665	0
REBOXETINE	1	1	4	3.1938000000000004	2	4	4	19	1	1	0	0	0	0.3684210526315789	1
NEOSTIGMINE	0	0	2	1.9437	0	4	4	12	0	0	0	0	0	0.4166666666666667	0
CHLOROTRIANISENE	0	0	3	5.867800000000004	0	3	4	23	0	0	0	0	0	0.13043478260869565	0
COLCHICINE	1	0	6	2.8716000000000013	1	7	7	22	1	0	1	0	0	0.3636363636363637	0
GLISOLAMIDE	3	0	6	2.27612	0	9	10	20	3	1	1	1	0	0.45	0
DISTIGMINE	0	0	4	2.4574000000000007	0	8	8	22	0	2	0	0	0	0.4545454545454545	0
DEHYDROCHOLIC	1	0	4	4.073300000000003	8	5	5	24	1	0	4	4	0	0.8333333333333334	0
PRAZEPAM	0	1	2	3.934000000000003	0	3	4	19	0	1	1	1	0	0.2631578947368421	1
NITAZOXANIDE	1	0	7	2.2289000000000003	0	8	9	12	1	1	0	0	0	0.08333333333333333	0
PHENAZOCINE	1	1	2	4.159100000000005	3	2	2	22	1	1	1	0	2	0.4545454545454545	1
ATAZANAVIR	5	0	9	4.2116000000000025	4	13	13	38	5	1	0	0	0	0.4473684210526316	0
IPODATE	1	0	2	3.7390000000000025	0	4	7	12	1	0	0	0	0	0.3333333333333333	0
BENAZEPRIL	2	1	5	2.5731	2	7	7	24	2	1	0	0	0	0.375	0
PERGOLIDE	1	1	2	4.271100000000003	3	2	3	19	1	2	1	0	0	0.5789473684210527	1
ROSARAMICIN	2	3	10	2.6704000000000017	13	10	10	31	2	3	0	0	0	0.8387096774193549	0
BROXATEROL	2	0	4	1.8586	1	4	5	9	2	1	0	0	0	0.6666666666666666	0
PHENOBARBITAL/PHENOBARBITONE	2	1	3	0.7003999999999997	0	5	5	12	2	1	0	0	0	0.25	1
VARDENAFIL	1	1	8	2.0704199999999995	0	10	11	23	1	3	0	0	0	0.5217391304347826	0
BRIVUDINE	3	1	6	-0.4571	3	7	8	11	3	2	0	0	0	0.4545454545454545	0
DEMECLOCYCLINE_HYDROCHLORIDE	6	0	10	0.1082999999999998	5	10	11	21	7	0	3	2	0	0.3809523809523809	0
ISOPROPAMIDE_IODIDE	1	0	1	4.111500000000003	0	3	3	23	2	0	0	0	0	0.43478260869565216	0
CHLOROQUINE_PHOSPHATE	1	0	3	4.810600000000004	1	3	4	18	1	1	0	0	0	0.5	0
MEMANTINE	1	0	1	2.6941000000000006	2	1	1	12	2	0	4	4	4	1.0	1
SUMATRIPTAN	2	0	3	1.3211999999999997	0	5	6	14	2	1	0	0	0	0.42857142857142855	1
OXAZEPAM	2	1	3	2.447900000000001	1	4	5	15	2	1	0	0	0	0.06666666666666668	1
OXYPERTINE	1	1	4	3.858220000000004	0	5	5	23	1	2	0	0	0	0.39130434782608703	1
CHLORMETHIAZOLE	0	0	2	1.9244	0	1	3	5	0	1	0	0	0	0.4	1
PALONOSETRON	0	4	2	2.6565000000000007	2	3	3	19	0	4	1	0	2	0.631578947368421	1
CEFDITOREN_PIVOXIL	2	2	14	2.298119999999999	2	13	16	25	3	4	0	0	0	0.4	0
FLUOCORTOLONE	2	0	4	2.6367000000000016	9	4	5	22	2	0	4	3	0	0.7272727272727273	0
ERYTHRITYL	0	0	12	-1.4431999999999994	2	16	16	4	0	0	0	0	0	1.0	0
TRIAMCINOLONE	4	0	6	0.6204999999999998	8	6	7	21	4	0	4	3	0	0.7142857142857143	0
NICORANDIL	1	0	5	0.01969999999999944	0	7	7	8	1	1	0	0	0	0.25	0
PREGABALIN	2	0	2	1.0821	1	3	3	8	3	0	0	0	0	0.875	1
GEMIFLOXACIN	2	1	8	0.966	1	9	10	18	3	3	1	1	0	0.4444444444444444	0
EPALRESTAT	1	1	4	2.918700000000001	0	4	6	15	1	1	0	0	0	0.13333333333333333	0
FLUPIRTINE	3	0	5	2.9834000000000014	0	6	7	15	4	1	0	0	0	0.2	1
FENOTEROL	5	0	5	2.0576	2	5	5	17	5	0	0	0	0	0.29411764705882354	0
QUINESTROL	1	0	2	5.228400000000006	5	2	2	25	1	0	4	3	0	0.68	0
LEVODROPROPIZINE	2	1	4	0.16179999999999994	1	4	4	13	2	1	0	0	0	0.5384615384615384	0
DIPHENHYDRAMINE	0	0	2	3.3542000000000023	0	2	2	17	0	0	0	0	0	0.29411764705882354	1
FENTANYL	0	1	2	4.136700000000004	0	3	3	22	0	1	0	0	0	0.4090909090909091	1
CHLORDIAZEPOXIDE	1	1	3	1.8492	0	4	5	16	1	1	0	0	0	0.125	1
PARALDEHYDE	0	1	3	1.0878	0	3	3	6	0	1	0	0	0	1.0	1
ESTRADIOL	2	0	2	3.6092000000000017	5	2	2	18	2	0	3	2	0	0.6666666666666666	0
ACETAZOLAMIDE	2	0	6	-0.8561000000000003	0	7	9	4	3	1	0	0	0	0.25	1
CINOLAZEPAM	1	1	4	2.8951800000000016	1	5	7	18	1	1	0	0	0	0.16666666666666666	1
ONDANSETRON	0	0	4	3.1285200000000017	1	4	4	18	0	2	1	0	0	0.3333333333333333	1
BEVANTOLOL	2	0	5	2.584220000000001	1	5	5	20	2	0	0	0	0	0.4	0
PANTOTHENIC	4	0	4	-1.0432999999999997	1	6	6	9	4	0	0	0	0	0.7777777777777778	0
SULINDAC	1	0	2	4.365500000000004	1	3	5	20	1	0	1	0	0	0.15	0
CORTISONE_ACETATE	2	0	5	1.9898	6	5	5	21	2	0	4	3	0	0.7619047619047619	0
CLIDINIUM_BROMIDE	1	3	3	2.7045000000000003	1	4	4	22	1	3	0	0	2	0.4090909090909091	0
LACTULOSE	8	1	11	-5.552999999999992	8	11	11	12	8	1	0	0	0	0.9166666666666666	0
HYDROMORPHONE	1	2	4	1.6303	4	4	4	17	1	2	2	1	2	0.5882352941176471	1
MEFENAMIC_ACID	2	0	2	3.7452400000000017	0	3	3	15	2	0	0	0	0	0.13333333333333333	0
MEPHENYTOIN	1	1	2	1.4735000000000005	1	4	4	12	1	1	0	0	0	0.3333333333333333	1
PENTOXIFYLLINE	0	0	7	0.1929999999999996	0	7	7	13	0	2	0	0	0	0.5384615384615384	0
RIZATRIPTAN	1	0	4	1.9118	0	5	5	15	1	2	0	0	0	0.3333333333333333	1
TRANEXAMIC_ACID	2	0	2	0.8361000000000001	0	3	3	8	3	0	1	1	0	0.875	0
ACITRETIN	1	0	2	5.167060000000005	0	3	3	21	1	0	0	0	0	0.2857142857142857	0
DIETHYLSTILBESTROL_DIPHOSPHATE	2	0	2	4.828600000000005	0	2	2	18	2	0	0	0	0	0.2222222222222222	0
GALANTAMINE	1	2	4	1.8503000000000005	3	4	4	17	1	2	1	0	0	0.5294117647058824	1
MEBENDAZOLE	2	0	4	2.9722000000000013	0	6	6	16	2	1	0	0	0	0.0625	0
HYDROXYZINE	1	1	4	3.0559000000000016	1	4	5	21	1	1	0	0	0	0.42857142857142855	1
CYSTEAMINE_BITARTRATE	2	0	2	-0.12509999999999988	0	1	2	2	2	0	0	0	0	1.0	0
PROTRIPTYLINE	1	0	1	4.301900000000003	0	1	1	19	1	0	1	0	0	0.2631578947368421	1
IOCETAMIC_ACID	2	0	3	3.156200000000001	1	5	8	12	3	0	0	0	0	0.3333333333333333	0
DIOSMIN	8	2	15	-1.0897000000000006	10	15	15	28	8	3	0	0	0	0.4642857142857143	0
LINCOMYCIN_HYDROCHLORIDE	5	2	8	-0.8569999999999969	9	8	9	18	5	2	0	0	0	0.9444444444444444	0
THIOTHIXENE	0	2	5	3.4707000000000017	0	5	7	23	0	2	0	0	0	0.39130434782608703	1
TRIAMTERENE	3	0	7	0.8333999999999999	0	7	7	12	6	2	0	0	0	0.0	0
RACECADOTRIL	1	0	5	2.9846000000000013	1	5	6	21	1	0	0	0	0	0.2857142857142857	0
LORAZEPAM	2	1	3	3.101300000000001	1	4	6	15	2	1	0	0	0	0.06666666666666668	1
MEPTAZINOL	1	1	2	3.1557000000000017	1	2	2	15	1	1	0	0	0	0.6	1
RIBOFLAVIN	5	2	9	-1.7235599999999989	3	10	10	17	5	2	0	0	0	0.4117647058823529	0
TRIDIHEXETHYL_CHLORIDE	1	0	1	4.721100000000004	1	2	2	21	1	0	1	1	0	0.7142857142857143	0
FROVATRIPTAN	3	0	2	1.3435	1	4	4	14	4	1	1	0	0	0.35714285714285715	0
FLUOXYMESTERONE	2	0	3	3.3322000000000016	7	3	4	20	2	0	4	3	0	0.85	0
CELECOXIB	1	0	4	3.513920000000001	0	5	9	17	2	1	0	0	0	0.1176470588235294	0
AZACITIDINE	4	1	9	-3.167999999999999	4	9	9	8	5	2	0	0	0	0.625	0
PHENINDIONE	0	0	2	2.849400000000001	0	2	2	15	0	0	1	0	0	0.06666666666666668	0
ROPINIROLE	1	1	2	2.845700000000001	0	3	3	16	1	1	0	0	0	0.5625	1
BUPROPION	1	0	2	3.2993000000000023	1	2	3	13	1	0	0	0	0	0.4615384615384616	1
IOHEXOL	8	0	9	-1.6274999999999986	3	12	15	19	8	0	0	0	0	0.5263157894736842	0
HEXOCYCLIUM_METHYLSULFATE	1	1	2	2.8465000000000007	1	3	3	20	1	1	1	1	0	0.7	0
CARBENICILLIN_INDANYL_SODIUM	2	2	6	2.4962	4	8	9	26	2	2	1	0	0	0.38461538461538464	0
EPROSARTAN_MESYLATE	2	0	5	4.744400000000003	0	6	7	23	2	2	0	0	0	0.2608695652173913	0
ENOXACIN	2	1	6	0.6633000000000002	0	7	8	15	2	3	0	0	0	0.4	0
ALPRAZOLAM	0	1	4	3.5801200000000017	0	4	5	17	0	2	0	0	0	0.1176470588235294	1
MEPROBAMATE	2	0	4	0.9834000000000004	0	6	6	9	4	0	0	0	0	0.7777777777777778	1
ANISOTROPINE	0	2	2	3.5158000000000023	2	3	3	17	0	2	0	0	2	0.9411764705882352	0
RITONAVIR	4	0	9	5.905200000000005	4	11	13	37	4	2	0	0	0	0.4324324324324325	0
VITAMIN	1	1	2	8.840260000000002	3	2	2	29	1	1	0	0	0	0.7931034482758621	0
PREDNISOLONE	3	0	5	1.5576	7	5	5	21	3	0	4	3	0	0.7142857142857143	0
OTILONIUM	1	0	4	6.321400000000009	0	6	6	29	1	0	0	0	0	0.5172413793103449	0
OXOLINIC	1	1	5	1.4483	0	6	6	13	1	2	0	0	0	0.2307692307692308	0
