m_name	n_HBD	fraction_CSP3	n_non_strict_rotable_bonds	n_aromatic_carbocycles	n_hetero_cycles	n_O	n_aliphatic_rings	m_logp	n_amide_bonds	n_rings	is_cns_molecule
DIPYRONE	1	0.3076923076923077	4	1	1	7	0	0.7659199999999999	0	2	0
SPARFLOXACIN	3	0.4736842105263158	3	1	2	7	2	2.0816	0	4	0
ORLISTAT	1	0.8965517241379308	24	0	1	6	1	6.881900000000009	1	1	0
ACARBOSE	14	0.92	9	0	3	19	4	-8.564500000000011	0	4	0
BENZPHETAMINE	0	0.29411764705882354	5	2	0	1	0	3.749600000000002	0	2	1
PERICYAZINE	1	0.3809523809523809	4	2	2	4	2	4.007780000000004	0	4	1
ANAGRELIDE_HYDROCHLORIDE	1	0.2	0	1	2	4	2	1.9263	1	3	0
METAPROTERENOL	4	0.4545454545454545	4	1	0	4	0	1.1291999999999998	0	1	0
RAMIPRIL	2	0.6086956521739131	11	1	1	7	2	2.3831999999999995	1	3	0
CIPROFLOXACIN	2	0.4117647058823529	3	1	2	6	2	1.5833	0	4	0
THIETHYLPERAZINE	0	0.4545454545454545	6	2	2	3	2	5.0388000000000055	0	4	1
MIZORIBINE	5	0.5555555555555556	3	0	2	9	1	-2.7009	1	2	0
OLANZAPINE	1	0.35294117647058826	1	1	3	4	2	3.439220000000004	0	4	1
PEROSPIRONE	0	0.6086956521739131	6	1	3	6	3	3.3737000000000017	2	5	1
SPIRAPRIL	2	0.5909090909090909	11	1	2	7	2	2.3908000000000005	1	3	0
DESLORATADINE	1	0.3157894736842105	0	1	2	2	2	4.018900000000003	0	4	0
IOFLUPANE	0	0.6111111111111112	6	1	2	3	2	3.1557000000000013	0	3	1
METOLAZONE	2	0.1875	2	2	1	6	1	2.7141199999999994	1	3	0
DIGOXIN	6	0.9268292682926828	7	0	4	14	8	2.218100000000001	0	8	0
ACEBUTOLOL	3	0.5555555555555556	11	1	0	6	0	2.3655	1	1	0
DOXAPRAM	0	0.4583333333333333	6	2	2	4	2	3.173300000000002	1	4	1
COLISTIN_SULFATE	18	0.7884615384615384	32	0	1	29	1	-5.8314999999999975	11	1	0
PHENYTOIN	2	0.06666666666666668	2	2	1	4	1	1.7696	3	3	1
ATORVASTATIN_CALCIUM	4	0.2727272727272727	13	3	1	7	0	6.313600000000008	1	4	0
SULFASALAZINE	3	0.0	6	2	1	9	0	3.7016000000000018	0	3	0
LAMIVUDINE	2	0.5	2	0	2	6	1	-0.5941000000000005	0	2	0
CYCLOTHIAZIDE	3	0.42857142857142855	2	1	1	7	3	1.2295000000000005	0	4	0
BROMAZEPAM	1	0.07142857142857142	1	1	2	4	1	2.6336000000000004	1	3	1
LETROZOLE	0	0.05882352941176471	3	2	1	5	0	2.659160000000001	0	3	0
MERCAPTOPURINE	2	0.0	0	0	2	4	0	1.0154899999999998	0	2	0
TOLCAPONE	2	0.07142857142857142	3	2	0	6	0	2.5454200000000022	0	2	1
THIOPROPAZATE	0	0.43478260869565216	8	2	2	5	2	4.513500000000004	0	4	1
FLUFENAMIC	2	0.07142857142857142	4	2	0	3	0	4.1472000000000016	0	2	0
CHLOMETHIAZOLE	0	0.5	2	0	1	1	0	2.2328200000000002	0	1	1
DROPERIDOL	1	0.2727272727272727	6	2	2	5	1	3.6784000000000026	0	4	1
NALMEFENE	2	0.6190476190476191	2	1	2	4	5	2.512500000000002	0	6	1
ALFACALCIDOL	2	0.7777777777777778	6	0	0	2	3	6.589800000000008	0	3	0
PRIFINIUM	0	0.3636363636363637	4	2	1	1	1	5.137300000000005	0	3	0
BETAXOLOL_HYDROCHLORIDE	2	0.6666666666666666	11	1	0	4	1	2.3934	0	2	0
ISOTRETINOIN	1	0.45	5	0	0	2	1	5.602600000000005	0	1	0
SCOPOLAMINE	1	0.5882352941176471	5	1	3	5	3	0.9180999999999993	0	4	1
EMTRICITABINE	2	0.5	2	0	2	6	1	-0.4550000000000002	0	2	0
PROPYLTHIOURACIL	2	0.42857142857142855	2	0	1	3	0	1.38499	0	1	0
FLUNITRAZEPAM	0	0.125	2	2	1	6	1	2.5477000000000007	1	3	1
URACIL_MUSTARD	2	0.5	5	0	1	5	0	0.3472000000000001	0	1	0
DEFERIPRONE	1	0.2857142857142857	0	0	1	3	0	0.39932	0	1	0
DOXYCYCLINE	6	0.4090909090909091	2	1	0	10	3	-0.34759999999999863	1	4	0
ISOSORBIDE_MONONITRATE	1	1.0	2	0	2	7	2	-1.2781999999999996	0	2	0
VALGANCICLOVIR_HYDROCHLORIDE	4	0.5714285714285714	9	0	2	11	0	-1.4366999999999974	0	2	0
MELOXICAM	2	0.14285714285714285	3	1	2	7	1	1.95092	1	3	0
PROMETHAZINE	0	0.29411764705882354	3	2	1	2	1	4.239400000000004	0	3	1
ZATEBRADINE	0	0.5	11	2	1	7	1	3.212800000000001	1	3	0
NICOTINE	0	0.5	1	0	2	2	1	1.8483	0	2	1
TEMAZEPAM	1	0.125	1	2	1	4	1	2.472200000000001	1	3	1
PERPHENAZINE	1	0.42857142857142855	6	2	2	4	2	3.942700000000003	0	4	1
TRIENTINE_HYDROCHLORIDE	4	1.0	7	0	0	4	0	-1.9169999999999976	0	0	0
FUROSEMIDE	3	0.08333333333333333	5	1	1	7	0	1.8907	0	2	0
AMIODARONE_HYDROCHLORIDE	0	0.4	11	2	1	4	0	6.936200000000008	0	3	0
TICLOPIDINE_HYDROCHLORIDE	0	0.2857142857142857	2	1	2	1	1	3.9598000000000018	0	3	0
SULFAMETER	2	0.09090909090909093	4	1	1	7	0	0.8681999999999999	0	2	0
PHENPROCOUMON	1	0.16666666666666666	3	2	1	3	0	4.0405000000000015	0	3	0
PROTOKYLOL_HYDROCHLORIDE	4	0.3333333333333333	6	2	1	6	1	2.0807	0	3	0
MOLINDONE	1	0.6875	3	0	2	4	2	1.96282	0	3	1
HOMATROPINE_METHYLBROMIDE	1	0.5882352941176471	4	1	2	4	2	-0.962999999999996	0	3	0
ESTROPIPATE	1	0.6111111111111112	2	1	0	5	3	3.293400000000002	0	4	0
NEVIRAPINE	1	0.26666666666666666	1	0	3	5	2	2.6512200000000004	1	4	0
DILOXANIDE	1	0.2222222222222222	3	1	0	3	0	2.1587	1	1	0
DEXTROMORAMIDE	0	0.48	7	2	2	4	2	3.5634000000000023	1	4	1
FLUVASTATIN_SODIUM	3	0.2916666666666667	8	2	1	5	0	4.6281000000000025	0	3	0
FOSINOPRIL_SODIUM	1	0.7	16	1	1	8	2	6.121300000000009	1	3	0
TILUDRONATE_DISODIUM	4	0.14285714285714285	4	1	0	6	0	2.0711000000000013	0	1	0
VILOXAZINE	1	0.5384615384615384	5	1	1	4	1	1.4525	0	2	1
NALTREXONE	2	0.65	2	1	2	5	5	1.5254	0	6	1
BICALUTAMIDE	2	0.2222222222222222	7	2	0	6	0	2.8795800000000016	1	2	0
MEPARTRICIN	12	0.5932203389830508	11	1	3	21	3	2.37480000000001	0	4	0
IVERMECTIN	3	0.8125	8	0	6	14	7	5.601400000000008	0	7	0
CIPROFIBRATE	1	0.4615384615384616	4	1	0	3	1	3.589800000000003	0	2	0
LIOTHYRONINE	3	0.13333333333333333	5	2	0	5	0	3.952700000000001	0	2	0
FLUVOXAMINE	1	0.5333333333333333	10	1	0	4	0	3.201500000000001	0	1	1
DIFLUNISAL	2	0.0	2	2	0	3	0	3.0356000000000005	0	2	0
IDARUBICIN	5	0.4230769230769231	3	2	1	10	3	1.0202999999999989	0	5	0
SIBUTRAMINE	0	0.6470588235294118	5	1	0	1	1	4.738000000000005	0	2	1
ALLOPURINOL	2	0.0	0	0	2	5	0	-0.3538000000000001	0	2	0
GLICLAZIDE	2	0.5333333333333333	5	1	1	6	2	1.6298200000000005	2	3	0
SORBINIL	2	0.2727272727272727	0	1	2	5	2	0.6428999999999999	3	3	0
LEUCOVORIN	7	0.3	11	1	2	14	1	-0.3188000000000001	2	3	0
CILAZAPRIL	2	0.5909090909090909	9	1	2	8	2	1.5955	1	3	0
SULFISOXAZOLE_ACETYL	1	0.2307692307692308	4	1	1	7	0	1.6154400000000002	1	2	0
REMOXIPRIDE	1	0.5625	7	1	1	5	1	2.680400000000001	1	2	1
BETHANIDINE_SULFATE	2	0.3	4	1	0	3	0	0.9813999999999996	0	1	0
SULFAMETHOXAZOLE	2	0.1	3	1	1	6	0	1.36602	0	2	0
DOLASETRON	1	0.4736842105263158	3	1	5	5	4	2.519	0	6	1
NOVOBIOCIN_SODIUM	5	0.3870967741935484	10	2	2	13	1	3.6271200000000015	2	4	0
XYLOSE	4	0.8	4	0	0	5	0	-2.7397	0	0	0
BENPERIDOL	1	0.3636363636363637	6	2	2	5	1	3.7687000000000026	0	4	1
THIORIDAZINE	0	0.42857142857142855	4	2	2	2	2	5.8856000000000055	0	4	1
PHENOLPHTHALEIN	2	0.05	2	3	1	4	1	3.5601000000000016	0	4	0
AMISULPRIDE	2	0.5882352941176471	8	1	1	7	1	1.2851000000000006	1	2	1
SUCRALFATE	8	1.0	20	0	2	35	2	-6.821300000000003	0	2	0
TROLEANDOMYCIN	0	0.8780487804878049	12	0	4	16	4	3.620900000000008	0	4	0
BISOPROLOL_FUMARATE	2	0.6666666666666666	12	1	0	5	0	2.3659	0	1	0
MIDODRINE_HYDROCHLORIDE	3	0.4166666666666667	7	1	0	6	0	-0.1878999999999994	1	1	0
EMEPRONIUM	0	0.4	6	2	0	1	0	4.693400000000004	0	2	0
HALAZEPAM	0	0.17647058823529413	3	2	1	3	1	4.086300000000001	1	3	1
SETIPTILINE	0	0.2631578947368421	0	2	1	1	2	3.837100000000003	0	4	1
METHYLERGONOVINE	3	0.45	5	1	2	5	2	1.9247000000000003	1	4	0
PROCHLORPERAZINE	0	0.4	4	2	2	3	2	4.580200000000004	0	4	1
IOMAZENIL	0	0.26666666666666666	3	1	2	6	1	2.2392000000000003	1	3	1
CLONAZEPAM	1	0.06666666666666668	2	2	1	6	1	3.0377000000000014	1	3	1
FLUMAZENIL	0	0.26666666666666666	3	1	2	6	1	1.7736999999999998	1	3	1
ANISINDIONE	0	0.125	2	2	0	3	1	2.8580000000000005	0	3	0
HYDROCORTISONE	3	0.8095238095238095	2	0	0	5	4	1.7816	0	4	0
BROMOCRIPTINE	3	0.59375	6	1	5	10	5	3.1928000000000023	3	7	1
BEMETIZIDE	3	0.2	3	2	1	7	1	1.821	0	3	0
LIDOFLAZINE	1	0.3666666666666665	10	3	1	4	1	5.750040000000006	1	4	0
REBOXETINE	1	0.3684210526315789	6	2	1	4	1	3.1938000000000004	0	3	1
NEOSTIGMINE	0	0.4166666666666667	4	1	0	4	0	1.9437	1	1	0
CHLOROTRIANISENE	0	0.13043478260869565	6	3	0	3	0	5.867800000000004	0	3	0
COLCHICINE	1	0.3636363636363637	6	2	0	7	1	2.8716000000000013	1	3	0
GLISOLAMIDE	3	0.45	10	1	1	9	1	2.27612	3	3	0
DISTIGMINE	0	0.4545454545454545	13	0	2	8	0	2.4574000000000007	2	2	0
DEHYDROCHOLIC	1	0.8333333333333334	4	0	0	5	4	4.073300000000003	0	4	0
PRAZEPAM	0	0.2631578947368421	3	2	1	3	2	3.934000000000003	1	4	1
NITAZOXANIDE	1	0.08333333333333333	6	1	1	8	0	2.2289000000000003	1	2	0
PHENAZOCINE	1	0.4545454545454545	3	2	1	2	2	4.159100000000005	0	4	1
ATAZANAVIR	5	0.4473684210526316	22	2	1	13	0	4.2116000000000025	4	3	0
IPODATE	1	0.3333333333333333	5	1	0	4	0	3.7390000000000025	0	1	0
BENAZEPRIL	2	0.375	10	2	1	7	1	2.5731	1	3	0
PERGOLIDE	1	0.5789473684210527	4	1	2	2	2	4.271100000000003	0	4	1
ROSARAMICIN	2	0.8387096774193549	6	0	3	10	3	2.6704000000000017	0	3	0
BROXATEROL	2	0.6666666666666666	4	0	1	4	0	1.8586	0	1	0
PHENOBARBITAL/PHENOBARBITONE	2	0.25	2	1	1	5	1	0.7003999999999997	4	2	1
VARDENAFIL	1	0.5217391304347826	8	1	3	10	1	2.0704199999999995	0	4	0
BRIVUDINE	3	0.4545454545454545	3	0	2	7	1	-0.4571	0	2	0
DEMECLOCYCLINE_HYDROCHLORIDE	6	0.3809523809523809	1	1	0	10	3	0.1082999999999998	0	4	0
ISOPROPAMIDE_IODIDE	1	0.43478260869565216	8	2	0	3	0	4.111500000000003	1	2	0
CHLOROQUINE_PHOSPHATE	1	0.5	8	1	1	3	0	4.810600000000004	0	2	0
MEMANTINE	1	1.0	0	0	0	1	4	2.6941000000000006	0	4	1
SUMATRIPTAN	2	0.42857142857142855	6	1	1	5	0	1.3211999999999997	0	2	1
OXAZEPAM	2	0.06666666666666668	1	2	1	4	1	2.447900000000001	1	3	1
OXYPERTINE	1	0.39130434782608703	6	2	2	5	1	3.858220000000004	0	4	1
CHLORMETHIAZOLE	0	0.4	2	0	1	1	0	1.9244	0	1	1
PALONOSETRON	0	0.631578947368421	1	1	4	3	5	2.6565000000000007	1	6	1
CEFDITOREN_PIVOXIL	2	0.4	13	0	4	13	2	2.298119999999999	2	4	0
FLUOCORTOLONE	2	0.7272727272727273	2	0	0	4	4	2.6367000000000016	0	4	0
ERYTHRITYL	0	1.0	11	0	0	16	0	-1.4431999999999994	0	0	0
TRIAMCINOLONE	4	0.7142857142857143	2	0	0	6	4	0.6204999999999998	0	4	0
NICORANDIL	1	0.25	6	0	1	7	0	0.01969999999999944	1	1	0
PREGABALIN	2	0.875	5	0	0	3	0	1.0821	0	0	1
GEMIFLOXACIN	2	0.4444444444444444	5	0	3	9	2	0.966	0	4	0
EPALRESTAT	1	0.13333333333333333	4	1	1	4	1	2.918700000000001	1	2	0
FLUPIRTINE	3	0.2	7	1	1	6	0	2.9834000000000014	1	2	1
FENOTEROL	5	0.29411764705882354	6	2	0	5	0	2.0576	0	2	0
QUINESTROL	1	0.68	2	1	0	2	4	5.228400000000006	0	5	0
LEVODROPROPIZINE	2	0.5384615384615384	4	1	1	4	1	0.16179999999999994	0	2	0
DIPHENHYDRAMINE	0	0.29411764705882354	6	2	0	2	0	3.3542000000000023	0	2	1
FENTANYL	0	0.4090909090909091	7	2	1	3	1	4.136700000000004	1	3	1
CHLORDIAZEPOXIDE	1	0.125	1	2	1	4	1	1.8492	0	3	1
PARALDEHYDE	0	1.0	0	0	1	3	1	1.0878	0	1	1
ESTRADIOL	2	0.6666666666666666	0	1	0	2	3	3.6092000000000017	0	4	0
ACETAZOLAMIDE	2	0.25	3	0	1	7	0	-0.8561000000000003	1	1	1
CINOLAZEPAM	1	0.16666666666666666	3	2	1	5	1	2.8951800000000016	1	3	1
ONDANSETRON	0	0.3333333333333333	2	1	2	4	1	3.1285200000000017	0	4	1
BEVANTOLOL	2	0.4	10	2	0	5	0	2.584220000000001	0	2	0
PANTOTHENIC	4	0.7777777777777778	7	0	0	6	0	-1.0432999999999997	1	0	0
SULINDAC	1	0.15	4	2	0	3	1	4.365500000000004	0	3	0
CORTISONE_ACETATE	2	0.7619047619047619	2	0	0	5	4	1.9898	0	4	0
CLIDINIUM_BROMIDE	1	0.4090909090909091	5	2	3	4	3	2.7045000000000003	0	5	0
LACTULOSE	8	0.9166666666666666	8	0	1	11	1	-5.552999999999992	0	1	0
HYDROMORPHONE	1	0.5882352941176471	0	1	2	4	4	1.6303	0	5	1
MEFENAMIC_ACID	2	0.13333333333333333	3	2	0	3	0	3.7452400000000017	0	2	0
MEPHENYTOIN	1	0.3333333333333333	2	1	1	4	1	1.4735000000000005	3	2	1
PENTOXIFYLLINE	0	0.5384615384615384	5	0	2	7	0	0.1929999999999996	0	2	0
RIZATRIPTAN	1	0.3333333333333333	5	1	2	5	0	1.9118	0	3	1
TRANEXAMIC_ACID	2	0.875	2	0	0	3	1	0.8361000000000001	0	1	0
ACITRETIN	1	0.2857142857142857	6	1	0	3	0	5.167060000000005	0	1	0
DIETHYLSTILBESTROL_DIPHOSPHATE	2	0.2222222222222222	4	2	0	2	0	4.828600000000005	0	2	0
GALANTAMINE	1	0.5294117647058824	1	1	2	4	3	1.8503000000000005	0	4	1
MEBENDAZOLE	2	0.0625	5	2	1	6	0	2.9722000000000013	1	3	0
HYDROXYZINE	1	0.42857142857142855	8	2	1	4	1	3.0559000000000016	0	3	1
CYSTEAMINE_BITARTRATE	2	1.0	1	0	0	1	0	-0.12509999999999988	0	0	0
PROTRIPTYLINE	1	0.2631578947368421	4	2	0	1	1	4.301900000000003	0	3	1
IOCETAMIC_ACID	2	0.3333333333333333	5	1	0	5	0	3.156200000000001	1	1	0
DIOSMIN	8	0.4642857142857143	7	2	3	15	2	-1.0897000000000006	0	5	0
LINCOMYCIN_HYDROCHLORIDE	5	0.9444444444444444	8	0	2	8	2	-0.8569999999999969	1	2	0
THIOTHIXENE	0	0.39130434782608703	5	2	2	5	2	3.4707000000000017	0	4	1
TRIAMTERENE	3	0.0	1	1	2	7	0	0.8333999999999999	0	3	0
RACECADOTRIL	1	0.2857142857142857	12	2	0	5	0	2.9846000000000013	1	2	0
LORAZEPAM	2	0.06666666666666668	1	2	1	4	1	3.101300000000001	1	3	1
MEPTAZINOL	1	0.6	2	1	1	2	1	3.1557000000000017	0	2	1
RIBOFLAVIN	5	0.4117647058823529	5	1	2	10	2	-1.7235599999999989	0	3	0
TRIDIHEXETHYL_CHLORIDE	1	0.7142857142857143	8	1	0	2	1	4.721100000000004	0	2	0
FROVATRIPTAN	3	0.35714285714285715	2	1	1	4	1	1.3435	1	3	0
FLUOXYMESTERONE	2	0.85	0	0	0	3	4	3.3322000000000016	0	4	0
CELECOXIB	1	0.1176470588235294	4	2	1	5	0	3.513920000000001	0	3	0
AZACITIDINE	4	0.625	2	0	2	9	1	-3.167999999999999	0	2	0
PHENINDIONE	0	0.06666666666666668	1	2	0	2	1	2.849400000000001	0	3	0
ROPINIROLE	1	0.5625	7	1	1	3	1	2.845700000000001	1	2	1
BUPROPION	1	0.4615384615384616	4	1	0	2	0	3.2993000000000023	0	1	1
IOHEXOL	8	0.5263157894736842	15	1	0	12	0	-1.6274999999999986	3	1	0
HEXOCYCLIUM_METHYLSULFATE	1	0.7	4	1	1	3	2	2.8465000000000007	0	3	0
CARBENICILLIN_INDANYL_SODIUM	2	0.38461538461538464	8	2	2	8	3	2.4962	2	5	0
EPROSARTAN_MESYLATE	2	0.2608695652173913	10	1	2	6	0	4.744400000000003	0	3	0
ENOXACIN	2	0.4	3	0	3	7	1	0.6633000000000002	0	3	0
ALPRAZOLAM	0	0.1176470588235294	1	2	2	4	1	3.5801200000000017	0	4	1
MEPROBAMATE	2	0.7777777777777778	8	0	0	6	0	0.9834000000000004	2	0	1
ANISOTROPINE	0	0.9411764705882352	7	0	2	3	2	3.5158000000000023	0	2	0
RITONAVIR	4	0.4324324324324325	22	2	2	11	0	5.905200000000005	4	4	0
VITAMIN	1	0.7931034482758621	12	1	1	2	1	8.840260000000002	0	2	0
PREDNISOLONE	3	0.7142857142857143	2	0	0	5	4	1.5576	0	4	0
OTILONIUM	1	0.5172413793103449	18	2	0	6	0	6.321400000000009	1	2	0
OXOLINIC	1	0.2307692307692308	2	1	2	6	1	1.4483	0	3	0
ROPIVACAINE	1	0.5882352941176471	5	1	1	3	1	3.5064400000000018	1	2	1
PINAVERIUM	0	0.7692307692307693	10	1	1	5	4	5.2923000000000044	0	5	0
AZITHROMYCIN_DIHYDRATE	5	0.9736842105263158	7	0	3	14	3	1.9007000000000047	0	3	0
LACTITOL	9	1.0	8	0	1	11	1	-5.761199999999992	0	1	0
AMBENONIUM_CHLORIDE	2	0.5	17	2	0	6	0	4.639200000000005	2	2	0
CARBETAPENTANE	0	0.65	11	1	0	4	1	3.4000000000000017	0	2	0
PIROXICAM	2	0.06666666666666668	3	1	2	7	1	1.5810000000000002	1	3	0
TIMOLOL_MALEATE	2	0.8461538461538461	7	0	2	7	1	0.5024999999999997	0	2	0
CLARITHROMYCIN	4	0.9473684210526316	8	0	3	14	3	2.4397000000000046	0	3	0
FENFLURAMINE	1	0.5	5	1	0	1	0	3.2459000000000024	0	1	1
ASTEMIZOLE	1	0.32142857142857145	8	3	2	5	1	5.351300000000005	0	5	0
TANDOSPIRONE	0	0.7142857142857143	6	0	3	7	4	1.4098999999999997	2	5	1
IMIPRAMINE	0	0.3684210526315789	4	2	1	2	1	3.875000000000004	0	3	1
HALOFANTRINE_HYDROCHLORIDE	1	0.4615384615384616	11	3	0	2	0	8.644300000000001	0	3	0
ERYTHROMYCIN	5	0.9459459459459459	7	0	3	14	3	1.785600000000004	0	3	0
LORMETAZEPAM	1	0.125	1	2	1	4	1	3.1256000000000017	1	3	1
TRIMEPRAZINE	0	0.3333333333333333	4	2	1	2	1	4.4870000000000045	0	3	1
REBAMIPIDE	3	0.10526315789473684	6	2	1	6	0	2.6072000000000006	1	3	0
MEFLOQUINE	2	0.4705882352941176	4	1	2	3	1	4.4479000000000015	0	3	0
MESORIDAZINE	0	0.42857142857142855	4	2	2	3	2	4.901100000000005	0	4	1
AMITRIPTYLINE	0	0.3	3	2	0	1	1	4.168600000000003	0	3	1
DIPYRIDAMOLE	4	0.75	12	0	4	12	2	-0.017599999999997284	0	4	0
POLYTHIAZIDE	2	0.4545454545454545	5	1	1	7	1	1.655	0	2	0
TIRAPAZAMINE	1	0.0	0	1	1	6	0	-0.9162000000000003	0	2	0
TENOXICAM	2	0.07692307692307693	3	0	3	7	1	1.6425	1	3	0
BUNAZOSIN	1	0.5263157894736842	6	1	2	8	1	2.068	1	3	0
LEVOCARNITINE	2	0.8571428571428571	4	0	0	4	0	-0.4718000000000007	0	0	0
ANASTROZOLE	0	0.4117647058823529	4	1	1	5	0	2.9287600000000014	0	2	0
MOCLOBEMIDE	1	0.4615384615384616	5	1	1	4	1	1.4019999999999997	1	2	1
ETODOLAC	2	0.4705882352941176	4	1	2	4	1	3.3830000000000013	0	3	0
AMINOSALICYLIC_ACID	3	0.0	1	1	0	4	0	0.6726000000000001	0	1	0
SATIGREL	1	0.2	7	2	0	5	0	3.8940800000000015	0	2	0
GLIPIZIDE	3	0.42857142857142855	10	1	1	9	1	2.07812	3	3	0
TRIAMCINOLONE_DIACETATE	2	0.68	6	0	0	8	4	1.7620999999999996	0	4	0
CYCLIZINE	0	0.3333333333333333	3	2	1	2	1	3.0234000000000014	0	3	1
BREQUINAR	1	0.043478260869565216	3	3	1	3	0	5.853620000000004	0	4	0
CYCLOPHOSPHAMIDE	1	1.0	5	0	1	4	1	1.884	0	1	0
CROMOLYN_SODIUM	3	0.13043478260869565	8	2	2	11	0	2.1145	0	4	0
IBANDRONATE	5	1.0	9	0	0	8	0	0.4999999999999996	0	0	0
ZALCITABINE	2	0.5555555555555556	2	0	2	6	1	-0.5046000000000008	0	2	0
DIRITHROMYCIN	5	0.9761904761904762	12	0	4	16	4	2.201700000000009	0	4	0
TRILOSTANE	2	0.85	0	0	1	4	5	3.466880000000002	0	5	0
RILMENIDINE	1	0.9	4	0	1	3	3	1.1507999999999998	0	3	0
TELITHROMYCIN	1	0.7209302325581395	11	0	5	15	3	4.929200000000005	1	5	0
ALPIDEM	0	0.3333333333333333	8	1	2	4	0	5.4992000000000045	1	3	1
ISRADIPINE	1	0.3684210526315789	6	1	2	8	1	2.5822000000000003	0	3	0
IPRIFLAVONE	0	0.16666666666666666	3	2	1	3	0	4.247200000000003	0	3	0
FLUTAMIDE	1	0.3636363636363637	5	1	0	5	0	3.2081000000000017	1	1	0
NEFOPAM	0	0.29411764705882354	1	2	1	2	1	3.2380000000000018	0	3	1
ALOSETRON	1	0.29411764705882354	2	1	3	5	1	2.4083200000000007	1	4	0
MEPERIDINE	0	0.5333333333333333	4	1	1	3	1	2.2131	0	2	1
PIOGLITAZONE	1	0.3157894736842105	7	1	2	5	1	3.159600000000001	2	3	0
TELMISARTAN	1	0.18181818181818185	7	4	2	6	0	7.264420000000008	0	6	0
DICLOXACILLIN_SODIUM	2	0.3684210526315789	5	1	3	8	2	3.2021200000000016	2	4	0
OXANDROLONE	1	0.9473684210526316	0	0	1	3	4	3.5431000000000026	0	4	0
CIMETIDINE	3	0.5	7	0	1	6	0	0.5974	0	1	0
MARIMASTAT	5	0.8	11	0	0	8	0	-0.20809999999999906	3	0	0
CEPHALOGLYCIN	3	0.3333333333333333	8	1	2	9	2	-0.011899999999999187	2	3	0
FLUDROCORTISONE_ACETATE	3	0.8095238095238095	2	0	0	5	4	1.8737	0	4	0
MESNA	2	1.0	2	0	0	3	0	-0.19599999999999984	0	0	0
SILDENAFIL_CITRATE	1	0.5	7	1	3	10	1	1.6109	0	4	0
REMIFENTANIL	0	0.55	10	1	1	7	1	2.0003	1	2	1
KANAMYCIN_SULFATE	11	1.0	6	0	2	15	3	-7.2913999999999985	0	3	0
GEMFIBROZIL	1	0.5333333333333333	6	1	0	3	0	3.573240000000002	0	1	0
ACETOPHENAZINE	1	0.43478260869565216	7	2	2	5	2	3.4919000000000042	0	4	1
AMPHOTERICIN_B	12	0.6595744680851063	3	0	3	18	3	0.7117000000000075	0	3	0
LANSOPRAZOLE	1	0.25	6	1	2	5	0	3.515220000000001	0	3	0
AMANTADINE	1	1.0	0	0	0	1	4	1.9139	0	4	1
PERFLUBRON	0	1.0	7	0	0	0	0	6.348200000000002	0	0	0
CLOTRIMAZOLE	0	0.045454545454545456	4	3	1	2	0	5.376700000000002	0	4	0
NYLIDRIN	3	0.3684210526315789	7	2	0	3	0	3.4250000000000016	0	2	0
INDOMETACIN	0	0.35294117647058826	14	2	1	5	0	8.805120000000002	0	3	0
ROSIGLITAZONE_MALEATE	1	0.2777777777777778	7	1	2	6	1	2.490900000000001	2	3	0
EBASTINE	0	0.40625	10	3	1	3	1	7.217600000000008	0	4	0
FOLIC_ACID	6	0.21052631578947367	10	1	2	13	0	-0.04479999999999952	1	3	0
OXYPHENBUTAZONE	1	0.2631578947368421	5	2	1	5	1	3.4934000000000016	2	3	0
SODIUM_PHENYLBUTYRATE	1	0.3	4	1	0	2	0	2.0939	0	1	0
ESTRAMUSTINE	1	0.6956521739130435	7	1	0	4	3	5.182000000000007	1	4	0
TOREMIFENE_CITRATE	0	0.2307692307692308	9	3	0	2	0	6.215000000000006	0	3	0
ACETAMINOPHEN/PARACETAMOL	2	0.125	2	1	0	3	0	1.3505999999999998	1	1	1
METIXENE	0	0.4	2	2	2	1	2	5.015000000000005	0	4	1
CYCLANDELATE	1	0.5882352941176471	4	1	0	3	1	3.4780000000000024	0	2	0
CEFDINIR	4	0.21428571428571427	6	0	3	10	2	-0.17180000000000062	2	3	0
CARPHENAZINE	1	0.4583333333333333	8	2	2	5	2	3.882000000000003	0	4	1
METHOTRIMEPRAZINE	0	0.3684210526315789	5	2	1	3	1	4.495600000000005	0	3	1
GLISOXEPIDE	3	0.45	10	1	2	10	1	1.7344199999999994	3	3	0
TYROPANOATE_SODIUM	2	0.4666666666666667	8	1	0	4	0	4.892300000000003	1	1	0
AZATADINE	0	0.35	0	1	2	2	2	3.7077000000000018	0	4	1
NICARDIPINE_HYDROCHLORIDE	1	0.3076923076923077	11	2	1	9	1	3.677800000000003	0	3	0
CLEBOPRIDE	2	0.35	6	2	1	5	1	3.3252000000000024	1	3	0
GANCICLOVIR	4	0.4444444444444444	5	0	2	9	0	-1.9708999999999992	0	2	0
TIPRANAVIR	2	0.3548387096774194	12	2	2	7	1	7.325500000000009	0	4	0
NALOXONE	2	0.5263157894736842	2	1	2	5	4	1.3014	0	5	1
TRIOXSALEN	0	0.21428571428571427	0	1	2	3	0	3.4644600000000016	0	3	0
NATEGLINIDE	2	0.5789473684210527	7	1	0	4	1	3.2609000000000012	1	2	0
OXYBUTYNIN	1	0.5909090909090909	8	1	0	4	1	3.342900000000002	0	2	0
NILUTAMIDE	1	0.3333333333333333	3	1	1	7	1	2.4484000000000004	3	2	0
