Name	Smiles
ALPIDEM	CCCN(CCC)C(=O)Cc1c(nc2n1cc(cc2)Cl)c3ccc(cc3)Cl
IOFLUPANE	COC(=O)C1C2CCC(N2CCCF)CC1c3ccc(cc3)
IOMAZENIL	CCOC(=O)c1c2n(cn1)-c3cccc(c3C(=O)N(C2)C)I
SETIPTILINE	CN1CCC2=C(C1)c3ccccc3Cc4c2cccc4
ZOTEPINE	CN(C)CCOC1=Cc2cc(ccc2Sc3c1cccc3)Cl
ENTACAPONE	CCN(CC)C(=O)/C(=C/c1cc(c(c(c1)O)O)[N+](=O)[O-])/C#N
STIRIPENTOL	CC(C)(C)C(/C=C/c1ccc2c(c1)OCO2)O
NICERGOLINE	Cn1cc2c3c1cccc3C4(CC(CN(C4C2)C)COC(=O)c5cc(cnc5)Br)OC
ARIPIPRAZOLE	c1cc(c(c(c1)Cl)Cl)N2CCN(CC2)CCCCOc3ccc4c(c3)NC(=O)CC4
DOLASETRON	c1ccc2c(c1)c(c[nH]2)C(=O)OC3CC4CC5CC(C3)N4CC5=O
DULOXETINE	CNCCC(c1cccs1)Oc2cccc3c2cccc3
BROMPERIDOL	c1cc(ccc1C(=O)CCCN2CCC(CC2)(c3ccc(cc3)Br)O)F
ETHCHLORVYNOL	CCC(/C=C/Cl)(C#C)O
CHLORMETHIAZOLE	c1c(scn1)CCCl
DRONABINOL	CCCCCc1cc(c2c(c1)OC(C3C2C=C(CC3)C)(C)C)O
PALONOSETRON	c1cc2c3c(c1)C(=O)N(CC3CCC2)C4CN5CCC4CC5
