m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_radical_electrons	n_valence_electrons	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_rings	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_HOH	n_O	n_Hydrogen_acceptors	n_Hydrogen_donnors	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	m_logp	m_mr	fraction_CSP3	is_cns_molecule
TOLOXATONE	15.0	28.0	207.08954327599997	194.125	207.229	0.0	80.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	1.0	4.0	2.0	2.0	2.0	1.0	4.0	3.0	1.0	0.0	1.0	1.0	1.3125199999999997	55.87980000000003	0.3636363636363637	1
FLEROXACIN	26.0	44.0	369.130026096	351.19900000000007	369.3430000000001	0.0	140.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	5.0	1.0	9.0	3.0	4.0	4.0	1.0	6.0	5.0	1.0	0.0	0.0	0.0	1.6992	90.76830000000004	0.4117647058823529	0
DYPHYLLINE	18.0	32.0	254.101504928	240.13400000000001	254.24599999999995	0.0	98.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	8.0	2.0	8.0	2.0	3.0	3.0	2.0	8.0	8.0	2.0	0.0	1.0	1.0	-2.2130999999999985	63.30760000000002	0.5	0
VIGABATRIN	9.0	20.0	129.078978592	118.07099999999998	129.159	0.0	52.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	2.0	3.0	0.0	4.0	4.0	3.0	3.0	2.0	2.0	0.0	1.0	1.0	0.3645000000000001	35.04219999999999	0.5	1
GLYBURIDE	33.0	61.0	493.14381967599996	465.78900000000016	494.0130000000003	0.0	178.0	0.0	1.0	3.0	2.0	2.0	0.0	1.0	5.0	3.0	10.0	3.0	8.0	11.0	3.0	8.0	5.0	3.0	0.0	0.0	0.0	3.641700000000002	126.20940000000006	0.39130434782608703	0
CYCLOBENZAPRINE_HYDROCHLORIDE	21.0	42.0	275.167399672	254.22699999999992	275.39500000000004	0.0	106.0	0.0	1.0	0.0	2.0	2.0	0.0	0.0	1.0	0.0	1.0	3.0	3.0	3.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	2.6446000000000014	91.31400000000004	0.2	0
COCAINE	22.0	43.0	303.147058152	282.18999999999994	303.35800000000006	0.0	118.0	2.0	2.0	0.0	1.0	1.0	2.0	2.0	5.0	0.0	5.0	3.0	3.0	5.0	0.0	5.0	5.0	0.0	2.0	4.0	4.0	1.8677	80.34150000000005	0.5294117647058824	1
CINNARIZINE	28.0	56.0	368.225248896	340.3000000000001	368.524	0.0	142.0	1.0	1.0	0.0	3.0	3.0	1.0	1.0	2.0	0.0	2.0	4.0	6.0	6.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	5.1070000000000055	118.21600000000004	0.2307692307692308	1
CEPHALEXIN	24.0	41.0	347.0939770239998	330.2600000000001	347.39600000000013	0.0	126.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	5.0	3.0	8.0	3.0	4.0	5.0	4.0	7.0	5.0	3.0	0.0	3.0	3.0	0.44489999999999896	88.72890000000004	0.3125	0
ORPHENADRINE	20.0	43.0	269.17796435599996	246.20399999999995	269.388	0.0	106.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	2.0	2.0	6.0	6.0	0.0	2.0	2.0	0.0	0.0	1.0	1.0	3.6626200000000018	83.97000000000007	0.3333333333333333	1
DIDANOSINE	17.0	29.0	236.09094024400002	224.135	236.231	0.0	90.0	1.0	1.0	0.0	0.0	2.0	1.0	1.0	6.0	2.0	7.0	3.0	2.0	2.0	2.0	7.0	6.0	2.0	0.0	2.0	2.0	-0.21050000000000008	58.37850000000002	0.5	0
OPIPRAMOL	27.0	56.0	363.231062548	334.27300000000014	363.50500000000017	0.0	142.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	4.0	1.0	4.0	4.0	6.0	6.0	1.0	4.0	4.0	1.0	0.0	0.0	0.0	3.3085000000000027	113.40080000000006	0.39130434782608703	1
THALIDOMIDE	19.0	29.0	258.0640568	248.153	258.23299999999995	0.0	96.0	2.0	2.0	4.0	1.0	1.0	1.0	1.0	4.0	1.0	6.0	3.0	1.0	1.0	1.0	6.0	4.0	1.0	0.0	1.0	1.0	0.08779999999999992	63.113700000000016	0.2307692307692308	1
ZOLPIDEM	23.0	44.0	307.168462292	286.2290000000001	307.39700000000005	0.0	118.0	0.0	0.0	1.0	1.0	3.0	0.0	0.0	3.0	0.0	4.0	3.0	3.0	4.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	3.2488400000000013	92.50000000000006	0.2631578947368421	1
PERINDOPRIL_ERBUMINE	26.0	58.0	368.23112212399997	336.21800000000013	368.47400000000016	0.0	148.0	1.0	2.0	1.0	0.0	0.0	1.0	2.0	5.0	2.0	7.0	2.0	8.0	10.0	2.0	7.0	5.0	2.0	0.0	5.0	5.0	1.9406	96.55950000000006	0.8421052631578947	0
NITISINONE	23.0	33.0	329.05110708	319.1499999999998	329.2299999999999	0.0	122.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	5.0	0.0	9.0	2.0	3.0	4.0	0.0	6.0	5.0	0.0	0.0	0.0	0.0	2.7346000000000013	69.7839	0.35714285714285715	0
CHLORMEZANONE	17.0	29.0	273.022641924	261.645	273.741	0.0	92.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	3.0	0.0	6.0	2.0	1.0	1.0	0.0	4.0	3.0	0.0	0.0	1.0	1.0	1.6154999999999995	65.36680000000003	0.3636363636363637	1
ARIPIPRAZOLE	30.0	57.0	447.14803246400004	421.17800000000017	448.3940000000003	0.0	160.0	2.0	2.0	1.0	2.0	2.0	1.0	1.0	4.0	1.0	7.0	4.0	7.0	7.0	1.0	5.0	4.0	1.0	0.0	0.0	0.0	4.859300000000005	123.23670000000004	0.43478260869565216	1
BENOXAPROFEN	21.0	33.0	301.050570924	289.6330000000001	301.7290000000001	0.0	106.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	3.0	1.0	5.0	3.0	3.0	3.0	1.0	4.0	3.0	1.0	0.0	1.0	1.0	4.336300000000001	80.50580000000005	0.125	0
BENZTROPINE	23.0	48.0	307.19361442	282.237	307.437	0.0	120.0	2.0	2.0	0.0	2.0	2.0	2.0	2.0	2.0	0.0	2.0	4.0	4.0	4.0	0.0	2.0	2.0	0.0	2.0	2.0	2.0	4.417800000000004	93.40700000000008	0.42857142857142855	1
AMPRENAVIR	35.0	70.0	505.22465684	470.3570000000003	505.6370000000003	0.0	192.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	7.0	3.0	10.0	3.0	11.0	13.0	4.0	9.0	7.0	3.0	0.0	3.0	3.0	2.4028	133.23270000000002	0.48	0
MORPHINE	21.0	40.0	285.13649346799997	266.1909999999999	285.343	0.0	110.0	2.0	4.0	0.0	1.0	1.0	1.0	1.0	4.0	2.0	4.0	5.0	0.0	0.0	2.0	4.0	4.0	2.0	2.0	5.0	5.0	1.1980999999999995	77.57660000000003	0.5294117647058824	1
RIVASTIGMINE	18.0	40.0	250.16812794400002	228.166	250.342	0.0	100.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	3.0	0.0	4.0	1.0	4.0	6.0	0.0	4.0	3.0	0.0	0.0	1.0	1.0	2.7597000000000014	72.87200000000004	0.5	1
LISINOPRIL	29.0	60.0	405.22637109199997	374.2470000000001	405.4950000000002	0.0	160.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	5.0	4.0	8.0	2.0	12.0	13.0	5.0	8.0	5.0	4.0	0.0	3.0	3.0	1.2352000000000007	108.38670000000006	0.5714285714285714	0
PROMAZINE	20.0	40.0	284.13471964	264.268	284.428	0.0	104.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	3.0	3.0	4.0	4.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	4.241000000000003	87.18400000000004	0.29411764705882354	1
ZOMEPIRAC	20.0	34.0	291.066220988	277.622	291.7340000000001	0.0	104.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	1.0	5.0	2.0	4.0	4.0	1.0	4.0	3.0	1.0	0.0	0.0	0.0	2.8450200000000017	76.37430000000003	0.2	0
CLOMIPRAMINE	22.0	45.0	314.154976416	291.67599999999993	314.86	0.0	116.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	2.0	0.0	3.0	3.0	4.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	4.528400000000004	95.47900000000006	0.3684210526315789	1
MYCOPHENOLATE	23.0	43.0	320.12598835999995	300.1810000000001	320.34100000000007	0.0	124.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	2.0	6.0	2.0	6.0	6.0	2.0	6.0	5.0	2.0	0.0	0.0	0.0	2.73322	82.84610000000005	0.4117647058823529	0
TOLMETIN_SODIUM	19.0	34.0	257.10519334	242.16899999999995	257.289	0.0	98.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	1.0	4.0	2.0	4.0	4.0	1.0	4.0	3.0	1.0	0.0	0.0	0.0	2.1916199999999995	71.36430000000003	0.2	0
MODAFINIL	19.0	34.0	273.08234972	258.237	273.357	0.0	98.0	0.0	0.0	1.0	2.0	2.0	0.0	0.0	2.0	1.0	4.0	2.0	5.0	5.0	2.0	3.0	2.0	1.0	0.0	1.0	1.0	2.01	76.93080000000003	0.13333333333333333	1
METHIMAZOLE	7.0	13.0	114.025169192	108.125	114.173	0.0	38.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	1.0	3.0	1.0	0.0	0.0	1.0	2.0	2.0	1.0	0.0	0.0	0.0	1.08269	30.5977	0.25	0
LOFEPRAMINE	30.0	57.0	418.18119116400004	391.7520000000002	418.9680000000001	0.0	154.0	1.0	1.0	0.0	3.0	3.0	0.0	0.0	3.0	0.0	4.0	4.0	7.0	7.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	5.781500000000006	125.19450000000006	0.2692307692307692	1
INDECAINIDE_HYDROCHLORIDE	23.0	47.0	308.188863388	284.233	308.425	0.0	120.0	0.0	1.0	1.0	2.0	2.0	0.0	0.0	2.0	2.0	3.0	3.0	6.0	6.0	3.0	3.0	2.0	2.0	0.0	0.0	0.0	3.216600000000001	94.22510000000004	0.35	0
NITRAZEPAM	21.0	32.0	281.080041212	270.183	281.271	0.0	104.0	1.0	1.0	1.0	2.0	2.0	0.0	0.0	4.0	1.0	6.0	3.0	2.0	2.0	1.0	6.0	4.0	1.0	0.0	0.0	0.0	2.3843	78.67410000000002	0.06666666666666668	1
ENCAINIDE	26.0	54.0	352.215078136	324.25400000000013	352.47800000000024	0.0	138.0	1.0	1.0	1.0	2.0	2.0	1.0	1.0	3.0	1.0	4.0	3.0	6.0	7.0	1.0	4.0	3.0	1.0	0.0	1.0	1.0	4.536900000000005	106.09520000000006	0.4090909090909091	0
CEFPROZIL	27.0	46.0	389.1045417079999	370.2810000000002	389.43300000000016	0.0	142.0	2.0	2.0	2.0	1.0	1.0	1.0	1.0	6.0	4.0	9.0	3.0	5.0	6.0	5.0	8.0	6.0	4.0	0.0	3.0	3.0	0.7066999999999994	99.53370000000004	0.2777777777777778	0
FLUORESCEIN	25.0	37.0	332.06847348400004	320.2150000000001	332.3110000000001	0.0	122.0	2.0	2.0	0.0	3.0	3.0	0.0	0.0	5.0	2.0	5.0	5.0	0.0	0.0	2.0	5.0	5.0	2.0	0.0	0.0	0.0	3.6658000000000026	88.0271	0.05	0
ANIRACETAM	16.0	29.0	219.08954327599997	206.136	219.23999999999992	0.0	84.0	1.0	1.0	2.0	1.0	1.0	1.0	1.0	3.0	0.0	4.0	2.0	2.0	3.0	0.0	4.0	3.0	0.0	0.0	0.0	0.0	1.4578	58.27150000000002	0.3333333333333333	1
HALOPERIDOL	26.0	49.0	375.140134876	352.68700000000007	375.871	0.0	138.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	3.0	1.0	5.0	3.0	6.0	6.0	1.0	3.0	3.0	1.0	0.0	0.0	0.0	4.425600000000005	100.98730000000003	0.3809523809523809	1
DIAMORPHINE	27.0	50.0	369.157622836	346.2330000000002	369.41700000000014	0.0	142.0	2.0	4.0	0.0	1.0	1.0	1.0	1.0	6.0	0.0	6.0	5.0	2.0	4.0	0.0	6.0	6.0	0.0	2.0	5.0	5.0	1.9886	96.76800000000006	0.5238095238095238	1
CARBIDOPA	16.0	30.0	226.095356928	212.12	226.232	0.0	88.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	5.0	5.0	6.0	1.0	4.0	4.0	6.0	6.0	5.0	5.0	0.0	1.0	1.0	-0.05310000000000015	56.83950000000002	0.3	0
NORFLOXACIN	23.0	41.0	319.13321965600005	301.192	319.3360000000001	0.0	122.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	5.0	2.0	7.0	3.0	3.0	3.0	2.0	6.0	5.0	2.0	0.0	0.0	0.0	1.2683000000000002	85.88200000000003	0.375	0
BENTIROMIDE	30.0	50.0	404.13722174	384.26200000000017	404.42200000000014	0.0	152.0	0.0	0.0	2.0	3.0	3.0	0.0	0.0	4.0	4.0	7.0	3.0	7.0	9.0	4.0	7.0	4.0	4.0	0.0	1.0	1.0	3.0702000000000016	111.538	0.08695652173913042	0
TRIFLUPROMAZINE	24.0	43.0	352.12210426800004	333.273	352.425	0.0	128.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	3.0	0.0	6.0	3.0	4.0	5.0	0.0	2.0	3.0	0.0	0.0	0.0	0.0	5.259800000000004	92.18600000000006	0.3333333333333333	1
ERGOCALCIFEROL	29.0	73.0	396.339216028	352.30700000000013	396.65900000000033	0.0	162.0	0.0	3.0	0.0	0.0	0.0	0.0	3.0	1.0	1.0	1.0	3.0	5.0	5.0	1.0	1.0	1.0	1.0	0.0	6.0	6.0	7.641000000000008	125.64180000000007	0.7142857142857143	0
FLUCONAZOLE	22.0	34.0	306.104065444	294.18	306.276	0.0	114.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	7.0	1.0	9.0	3.0	5.0	5.0	1.0	7.0	7.0	1.0	0.0	0.0	0.0	0.7357999999999993	70.29880000000001	0.2307692307692308	0
WARFARIN_SODIUM	23.0	39.0	308.104858992	292.2050000000001	308.33299999999997	0.0	116.0	0.0	0.0	0.0	2.0	3.0	0.0	0.0	4.0	1.0	4.0	3.0	4.0	4.0	1.0	4.0	4.0	1.0	0.0	1.0	1.0	3.6096000000000017	87.73180000000002	0.15789473684210525	0
TERAZOSIN	28.0	53.0	387.19065428	362.2400000000002	387.44000000000017	0.0	150.0	2.0	2.0	1.0	1.0	2.0	2.0	2.0	8.0	1.0	9.0	4.0	4.0	5.0	2.0	9.0	8.0	1.0	0.0	1.0	1.0	1.0567999999999995	104.82140000000004	0.5263157894736842	0
TACROLIMUS	57.0	126.0	803.4819766480002	734.4789999999998	804.0310000000003	0.0	322.0	3.0	4.0	1.0	0.0	0.0	2.0	3.0	12.0	3.0	13.0	4.0	7.0	7.0	3.0	13.0	12.0	3.0	2.0	14.0	14.0	4.639000000000005	212.59239999999923	0.7727272727272727	0
DIPHEMANIL_METHYLSULFATE	21.0	45.0	278.19032618808995	254.22699999999992	278.4190000000001	0.0	108.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	0.0	0.0	1.0	3.0	2.0	2.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	4.358700000000004	89.98240000000006	0.3	0
BIPERIDEN	23.0	52.0	311.224914548	282.237	311.4689999999999	0.0	124.0	1.0	3.0	0.0	1.0	1.0	1.0	2.0	2.0	1.0	2.0	4.0	5.0	5.0	1.0	2.0	2.0	1.0	2.0	4.0	4.0	3.962400000000004	94.09080000000006	0.6190476190476191	1
SUCCIMER	10.0	16.0	181.970750672	176.17399999999995	182.222	0.0	58.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	4.0	6.0	0.0	3.0	3.0	2.0	4.0	4.0	4.0	0.0	2.0	2.0	-0.2476000000000001	40.81960000000001	0.5	0
ALENDRONATE_SODIUM	14.0	27.0	249.01672501599998	235.99200000000002	249.096	0.0	86.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	6.0	10.0	0.0	5.0	5.0	7.0	8.0	4.0	6.0	0.0	0.0	0.0	-1.2732	47.32640000000002	1.0	0
AZANIDAZOLE	18.0	28.0	246.08652356	236.15	246.23	0.0	92.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	7.0	1.0	8.0	2.0	3.0	3.0	2.0	8.0	7.0	1.0	0.0	0.0	0.0	0.8708999999999998	65.2348	0.1	0
DICLOFENAC	19.0	30.0	295.01668395200005	285.06499999999994	296.153	0.0	98.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	5.0	2.0	4.0	4.0	2.0	3.0	2.0	2.0	0.0	0.0	0.0	4.364100000000001	77.52650000000003	0.07142857142857142	1
CLOBAZAM	21.0	34.0	300.06655533599996	287.64099999999996	300.745	0.0	106.0	1.0	1.0	2.0	2.0	2.0	0.0	0.0	2.0	0.0	5.0	3.0	1.0	1.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	3.3712000000000018	83.06700000000005	0.125	1
OXAMNIQUINE	20.0	41.0	279.158291532	258.172	279.34000000000003	0.0	110.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	3.0	6.0	2.0	5.0	5.0	3.0	6.0	5.0	3.0	0.0	1.0	1.0	1.8118	77.88960000000002	0.5714285714285714	0
AMTOLMETIN	31.0	55.0	420.168521868	396.27300000000014	420.46500000000015	0.0	160.0	0.0	0.0	1.0	2.0	3.0	0.0	0.0	6.0	1.0	7.0	3.0	8.0	10.0	1.0	7.0	6.0	1.0	0.0	0.0	0.0	2.8374200000000016	115.36720000000004	0.2083333333333333	0
FELODIPINE	25.0	44.0	383.06911344800005	365.10700000000014	384.2590000000001	0.0	134.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	5.0	1.0	7.0	2.0	4.0	6.0	1.0	5.0	5.0	1.0	0.0	1.0	1.0	3.9643000000000033	96.38770000000004	0.3333333333333333	0
LAMOTRIGINE	16.0	23.0	255.007850584	249.04	256.096	0.0	82.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	5.0	2.0	7.0	2.0	1.0	1.0	4.0	5.0	5.0	2.0	0.0	0.0	0.0	2.0098	64.1078	0.0	1
DONEPEZIL	28.0	57.0	379.214743788	350.26800000000014	379.50000000000017	0.0	148.0	1.0	2.0	0.0	2.0	2.0	1.0	1.0	4.0	0.0	4.0	4.0	6.0	6.0	0.0	4.0	4.0	0.0	0.0	1.0	1.0	4.361100000000004	110.13050000000004	0.4583333333333333	1
CLEMASTINE	24.0	50.0	343.170292132	317.69000000000005	343.89800000000014	0.0	128.0	1.0	1.0	0.0	2.0	2.0	1.0	1.0	2.0	0.0	3.0	3.0	6.0	6.0	0.0	2.0	2.0	0.0	0.0	2.0	2.0	5.1044000000000045	100.56900000000007	0.42857142857142855	1
ETHCHLORVYNOL	9.0	18.0	144.034192588	135.529	144.601	0.0	50.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	2.0	0.0	2.0	2.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.5132	39.06680000000001	0.42857142857142855	1
TRIPROLIDINE	21.0	43.0	278.17829870400004	256.2229999999999	278.39899999999994	0.0	108.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	2.0	0.0	2.0	3.0	4.0	4.0	0.0	2.0	2.0	0.0	0.0	0.0	0.0	3.9175200000000023	88.16900000000004	0.3157894736842105	1
PERINDOPRILAT	24.0	52.0	340.1998219959998	312.196	340.42	0.0	136.0	1.0	2.0	1.0	0.0	0.0	1.0	2.0	4.0	3.0	7.0	2.0	7.0	8.0	3.0	7.0	4.0	3.0	0.0	5.0	5.0	1.4621	87.56230000000004	0.8235294117647058	0
LOPERAMIDE_HYDROCHLORIDE	34.0	67.0	476.223055976	443.78400000000033	477.0480000000002	0.0	178.0	1.0	1.0	1.0	3.0	3.0	1.0	1.0	3.0	1.0	5.0	4.0	7.0	8.0	1.0	4.0	3.0	1.0	0.0	0.0	0.0	5.0880000000000045	137.99779999999987	0.3448275862068966	0
CEFDITOREN	33.0	51.0	506.05008067600005	488.4470000000002	506.5910000000002	0.0	172.0	2.0	2.0	2.0	0.0	2.0	1.0	1.0	11.0	3.0	14.0	4.0	7.0	8.0	4.0	11.0	11.0	3.0	0.0	2.0	2.0	1.2927199999999996	125.6419	0.2631578947368421	0
DEXMEDETOMIDINE	15.0	31.0	200.13134851200002	184.157	200.28500000000003	0.0	78.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	2.0	2.0	2.0	1.0	2.0	1.0	1.0	0.0	1.0	1.0	3.1783400000000013	62.02070000000002	0.3076923076923077	1
PANTOPRAZOLE	26.0	41.0	383.0751334	368.25600000000014	383.37600000000015	0.0	138.0	0.0	0.0	0.0	1.0	3.0	0.0	0.0	6.0	1.0	10.0	3.0	7.0	7.0	1.0	7.0	6.0	1.0	0.0	1.0	1.0	2.8843000000000005	90.17910000000002	0.25	0
CLONIDINE	14.0	23.0	229.01735264799999	221.026	230.09799999999998	0.0	74.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	3.0	2.0	5.0	2.0	1.0	2.0	2.0	3.0	3.0	2.0	0.0	0.0	0.0	2.3645	60.38940000000001	0.2222222222222222	1
BEPOTASTINE	27.0	52.0	388.15537034000016	363.69500000000016	388.89500000000015	0.0	144.0	1.0	1.0	0.0	1.0	2.0	1.0	1.0	4.0	1.0	6.0	3.0	8.0	8.0	1.0	5.0	4.0	1.0	0.0	1.0	1.0	4.170200000000004	104.94880000000003	0.42857142857142855	0
LOPRAZOLAM	33.0	54.0	464.136366212	443.7450000000002	464.9130000000001	0.0	168.0	3.0	3.0	1.0	2.0	2.0	1.0	1.0	7.0	0.0	10.0	5.0	3.0	3.0	0.0	9.0	7.0	0.0	0.0	0.0	0.0	2.9331000000000014	127.12840000000004	0.2608695652173913	1
SULFADIAZINE	17.0	27.0	250.05244656	240.203	250.283	0.0	88.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	5.0	2.0	7.0	2.0	3.0	3.0	3.0	6.0	5.0	2.0	0.0	0.0	0.0	0.8596000000000001	63.69490000000001	0.0	0
ANTAZOLINE	20.0	39.0	265.157897608	246.208	265.36	0.0	102.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	3.0	1.0	3.0	3.0	5.0	5.0	1.0	3.0	3.0	1.0	0.0	0.0	0.0	2.6949000000000005	84.23870000000005	0.2352941176470588	0
AZARIBINE	26.0	43.0	371.09647912400004	354.16600000000005	371.3020000000001	0.0	142.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	11.0	1.0	12.0	2.0	5.0	8.0	1.0	12.0	11.0	1.0	0.0	4.0	4.0	-1.744499999999998	80.76870000000002	0.5714285714285714	0
TINIDAZOLE	16.0	29.0	247.06267689599997	234.172	247.27599999999998	0.0	90.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	6.0	0.0	8.0	1.0	5.0	5.0	0.0	7.0	6.0	0.0	0.0	0.0	0.0	0.5344199999999997	57.94620000000002	0.625	0
LEVETIRACETAM	12.0	26.0	170.105527688	156.1	170.21200000000005	0.0	68.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	1.0	4.0	1.0	3.0	3.0	2.0	4.0	2.0	1.0	0.0	1.0	1.0	-0.12729999999999994	44.22040000000001	0.75	1
ATOMOXETINE	19.0	40.0	255.16231429200002	234.19299999999998	255.361	0.0	100.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	2.0	1.0	2.0	2.0	6.0	6.0	1.0	2.0	2.0	1.0	0.0	1.0	1.0	3.7246200000000025	79.53370000000005	0.29411764705882354	1
NABILONE	27.0	63.0	372.26644501199996	336.26100000000014	372.54900000000015	0.0	150.0	1.0	2.0	0.0	1.0	1.0	0.0	1.0	3.0	1.0	3.0	3.0	6.0	6.0	1.0	3.0	3.0	1.0	0.0	2.0	2.0	6.264000000000008	109.6878000000001	0.7083333333333334	1
LOXAPINE	23.0	41.0	327.113839876	309.67099999999994	327.81500000000005	0.0	118.0	2.0	2.0	0.0	2.0	2.0	1.0	1.0	4.0	0.0	5.0	4.0	0.0	1.0	0.0	4.0	4.0	0.0	0.0	0.0	0.0	3.7714000000000025	93.23500000000004	0.2777777777777778	1
VALACYCLOVIR_HYDROCHLORIDE	23.0	43.0	324.1546031200001	304.1810000000001	324.341	0.0	126.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	9.0	3.0	10.0	2.0	7.0	8.0	5.0	10.0	9.0	3.0	0.0	1.0	1.0	-0.7975999999999985	82.28550000000001	0.5384615384615384	0
TALIPEXOLE	14.0	29.0	209.09866848	194.19799999999998	209.31799999999998	0.0	76.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	4.0	1.0	4.0	2.0	2.0	2.0	2.0	3.0	4.0	1.0	0.0	0.0	0.0	1.3119	60.57140000000002	0.5	1
DIETHYLCARBAMAZINE_CITRATE	14.0	35.0	199.16846229200002	178.12999999999997	199.298	0.0	82.0	1.0	1.0	2.0	0.0	0.0	1.0	1.0	2.0	0.0	4.0	1.0	2.0	4.0	0.0	4.0	2.0	0.0	0.0	0.0	0.0	0.6956	57.387000000000036	0.9	0
THEOPHYLLINE	13.0	21.0	180.064725496	172.10299999999995	180.167	0.0	68.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	5.0	1.0	6.0	2.0	0.0	0.0	1.0	6.0	5.0	1.0	0.0	0.0	0.0	-1.0397000000000003	46.57570000000001	0.2857142857142857	1
RITODRINE_HYDROCHLORIDE	21.0	42.0	287.152143532	266.1909999999999	287.3590000000001	0.0	112.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	4.0	4.0	2.0	6.0	6.0	4.0	4.0	4.0	4.0	0.0	2.0	2.0	2.3520000000000003	82.34210000000003	0.29411764705882354	0
ACECLOFENAC	23.0	36.0	353.02216325600006	341.0850000000001	354.18900000000014	0.0	120.0	0.0	0.0	0.0	2.0	2.0	0.0	0.0	4.0	2.0	7.0	2.0	6.0	7.0	2.0	5.0	4.0	2.0	0.0	0.0	0.0	3.907300000000002	88.48550000000004	0.125	0
TOLBUTAMIDE	18.0	36.0	270.103813436	252.20999999999995	270.35400000000004	0.0	100.0	0.0	0.0	2.0	1.0	1.0	0.0	0.0	3.0	2.0	6.0	1.0	5.0	7.0	2.0	5.0	3.0	2.0	0.0	0.0	0.0	1.78302	69.80720000000004	0.4166666666666667	0
PROPYPHENAZONE	17.0	35.0	230.141913196	212.167	230.311	0.0	90.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	3.0	0.0	3.0	2.0	2.0	2.0	0.0	3.0	3.0	0.0	0.0	0.0	0.0	2.6078200000000007	69.83600000000003	0.35714285714285715	0
DIPYRONE	21.0	38.0	311.093977024	294.2270000000001	311.363	0.0	114.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	6.0	1.0	8.0	2.0	4.0	4.0	1.0	7.0	6.0	1.0	0.0	0.0	0.0	0.7659199999999999	80.56560000000003	0.3076923076923077	0
